type,typeName,name,spell,spellAll,code
PFund,私募,忆诚永缘之心基金,YCYYZXJJ,guangdongyicheng,P11672
PFund,私募,天慈1号,TC1H,shengli,P11670
PFund,私募,国投华铁3号,GTHT3H,guotouhuatie,P11674
PFund,私募,德盛睿智1号第1期,DSRZ1HD1Q,beijingshangfu,S29690
PFund,私募,国投华铁4号,GTHT4H,guotouhuatie,P11675
PFund,私募,稳利债-纯债7号,WLZCZ7H,wankuitouzi,P11673
PFund,私募,黄金优选27期8号,HJYX27Q8H,danshuiquan,P11680
PFund,私募,融汇40号,RH40H,--,P11678
PFund,私募,重阳灵活策略对冲子基金1号,CYLHCLDCZJJ1H,chongyang,S28152
PFund,私募,证券结构化投资6号第十八期,ZQJGHTZ6HDSBQ,--,P11730
PFund,私募,因诺启航2号,YNQH2H,yinnuozichan,S28490
PFund,私募,证券结构化投资21号第十四期,ZQJGHTZ21HDSSQ,--,P11728
PFund,私募,证券结构化投资21号第十一期,ZQJGHTZ21HDSYQ,--,P11726
PFund,私募,展博诺宝1号基金,ZBNB1HJJ,zhanbo,S27596
PFund,私募,天勤进取2号基金,TQJQ2HJJ,tianqinzichanguanli,S29846
PFund,私募,友山银麒3号量化对冲基金,YSYQ3HLHDCJJ,guizhouyoushan,S26663
PFund,私募,证券结构化投资21号第二期,ZQJGHTZ21HDEQ,--,P11717
PFund,私募,证券结构化投资21号第八期,ZQJGHTZ21HDBQ,--,P11723
PFund,私募,重阳灵活策略对冲基金,CYLHCLDCJJ,chongyang,S28150
PFund,私募,重阳灵活策略对冲子基金3号,CYLHCLDCZJJ3H,chongyang,S28154
PFund,私募,正丰阳1号,ZFY1H,zhengfengyangzichan,P11676
PFund,私募,重阳灵活策略对冲子基金2号,CYLHCLDCZJJ2H,chongyang,S28153
PFund,私募,同安定增专项1号,TADZZX1H,tongantouzi,S29322
PFund,私募,中汇结构化,ZHJGH,--,P11679
PFund,私募,云信私募工场十四期第5期骐岳2期,YXSMGCSSQD5QQY2Q,--,P11592
PFund,私募,泽鹏易金基金,ZPYJJJ,--,P11598
PFund,私募,宝丰一号基金,BFYHJJ,--,S58118
PFund,私募,鼎萨资产2期,DSZC2Q,shanghaidingsa,P11597
PFund,私募,安州价值优选23号,AZJZYX23H,anzhoutouzi,P11596
PFund,私募,云峰2期,YF2Q,--,P11590
PFund,私募,海通私募稳赢2号第4信托单元(海阔天空1期),HTSMWY2HD4XTDYHKTK1Q,chengchetouzi,P10111
PFund,私募,智信创富汇富3期基金,ZXCFHF3QJJ,zhixinchuangfu,S26243
PFund,私募,智信创富汇富2期基金,ZXCFHF2QJJ,zhixinchuangfu,S20200
PFund,私募,华泰创新量化对冲,HTCXLHDC,huataichuangxin,M00388
PFund,私募,灿扬一号,CYYH,chanyangzichan,P11748
PFund,私募,阿杏大白1号,AXDB1H,shanghaiaxing,S33154
PFund,私募,1088衡进套利1号基金,1088HJTL1HJJ,shanghaiyilingbaba,S28951
PFund,私募,北京大有汇富投资管理中心,BJDYHFTZGLZX,beijingjinxindayou,S33114
PFund,私募,展博新经济1号基金A,ZBXJJ1HJJA,zhanbo,S29245
PFund,私募,合沣11号,HF11H,huabaoxintuo,P11782
PFund,私募,喆颢汇盈股票量化投资基金,ZHHYGPLHTZJJ,zhehaozichan,S26807
PFund,私募,宽远优势成长2号,KYYSCZ2H,kuanyuanzichan,S33261
PFund,私募,赤子之心成长丰登系列之B期,CZZXCCFDXLZBQ,chizizhixin,P11754
PFund,私募,玉兔系列1号3期,YTXL1H3Q,xibuxintuo,P11758
PFund,私募,稳健人生1期第0076,WJRS1QD0076,xibuxintuo,P11757
PFund,私募,银河锐进第03期,YHRJD03Q,--,P09246
PFund,私募,湘财资本第14期,XCZBD14Q,--,P09241
PFund,私募,长余5号价值成长基金,CY5HJZCCJJ,zongyikonggu,S23029
PFund,私募,点金手一号第21期,DJSYHD21Q,--,P09888
PFund,私募,聚富一号第6期,JFYHD6Q,--,P09889
PFund,私募,聚富一号第5期,JFYHD5Q,--,P09890
PFund,私募,志创投资基金,ZCTZJJ,zhongdajituantouzi,S25045
PFund,私募,聚富一号第3期,JFYHD3Q,--,P09892
PFund,私募,聚宝三号第2期,JBSHD2Q,--,P09802
PFund,私募,易知精选1期,YZJX1Q,beijingyizhitouzi,S23469
PFund,私募,猛犸金色收获1号,MMJSSH1H,mengmazichan,S28090
PFund,私募,景良能量趋势1号,JLNLQS1H,jingliang,S26436
PFund,私募,山金金控济桓成长,SJJKJHCZ,shanjinjinkong,S27452
PFund,私募,期期证券专用基金,QQZQZYJJ,shanghaiqiqitouguanzhongxin,S23073
PFund,私募,巴菲特潜力聚越对冲基金12期,BFTQLJYDCJJ12Q,chuangying,S23786
PFund,私募,信投鼎利12号,XTDL12H,--,P11430
PFund,私募,苦行僧三期,KXSSQ,qianhaikuhangsengtouzi,S28007
PFund,私募,沙叶3号,SY3H,nanjingshayetouzi,S27126
PFund,私募,拾年3号,SN3H,hangzhoushinian,S25941
PFund,私募,猛犸远略,MMYL,mengmazichan,S27900
PFund,私募,泽泉神州牧5号,ZQSZM5H,zequan,S25370
PFund,私募,朱雀灵活阿尔法母基金,ZQLHAEFMJJ,zhuqueguquantouzi,S22351
PFund,私募,华英今日投资66基金,HYJRTZ66JJ,qianhaihuayingcaifu,S25217
PFund,私募,星星1号,XX1H,xinghuoziben,P11405
PFund,私募,宝城元葵复利成长,BCYKFLCZ,yuankuizichan,M00210
PFund,私募,期货对冲套利程序化1号,QHDCTLCXH1H,kaituozhezichan,S20748
PFund,私募,耀之中信债券及国债期货,YZZXZQJGZQH,yaozhizichan,S21413
PFund,私募,南华慧网趋势1号,NHHWQS1H,qianhaihuiwang,P07810
PFund,私募,威孚1号,WF1H,jinbailingzichan,S21230
PFund,私募,华安-轻盐定增,HAQYDZ,qingyanchuangyetouzi,M00214
PFund,私募,济宁先锋基石投资,JNXFJSTZ,gefeizichan,S20198
PFund,私募,歌斐诺亚东原成都一号,GFNYDYCDYH,gefeizichan,S20760
PFund,私募,融昌蓝宝石基金,RCLBSJJ,rongchang,S21222
PFund,私募,理成全球视野(备案),LCQQSYBA,licheng,S20135
PFund,私募,理成风景9号,LCFJ9H,--,M00207
PFund,私募,长安景林定增创新,ANJLDZCX,jinglinzichan,M00212
PFund,私募,永安资本1号,YAZB1H,yonganziben,S21335
PFund,私募,东海翔龙9号第3期(A0D027),DHXL9HD3Q(A0D027),donghaizhengquan,J03617
PFund,私募,龙平01号第22期,LP01HD22Q,--,P08764
PFund,私募,金金资本第3期,JJZBD3Q,--,P10761
PFund,私募,聚富银河新型证券第69期,JFYHXXZQTZD69Q,--,P10663
PFund,私募,汇通52号第3期,HT52HD3Q,--,P11041
PFund,私募,汇通52号第4期,HT52HD4Q,--,P11042
PFund,私募,中融通一号第18期,ZRTYHD18Q,--,P11132
PFund,私募,乐瑞强债A号,LRQZAH,leruizichan,S28526
PFund,私募,智富一号第21期,ZFYHD21Q,--,P11053
PFund,私募,汇祥2号,HX2H,junshengzichan,S25119
PFund,私募,展博投资尊享系列之T期,ZBTZZXXLZTQ,zhanbo,P09659
PFund,私募,民森尊享Q期,MSZXQQ,minsen,P09664
PFund,私募,沣杨优选投资基金,FYYXTZJJ,fengyangziguan,S23555
PFund,私募,天臣一号第1期,TCYHD1Q,--,P10532
PFund,私募,天臣一号,TCYH,--,P10533
PFund,私募,(山东信托)映雪霜雪4期,YXSX4QSDXT,yingxue,P10228
PFund,私募,长盈二期第9期,CYEQD9Q,--,P10474
PFund,私募,添富一号第5期,TFYHD5Q,--,P10386
PFund,私募,融智一号第66期,RZYHD66Q,--,P10499
PFund,私募,聚富五号第31期,JFWHD31Q,--,P10500
PFund,私募,鑫鼎盛鑫源1期零贰号,XDSXY1QLEH,xindingshengtouzi,S27989
PFund,私募,汇通26号第7期,HT26HD7Q,--,P11216
PFund,私募,汇通26号第10期,HT26HD10Q,--,P11217
PFund,私募,汇通20号第1期,HT20HD1Q,--,P11218
PFund,私募,汇通20号第4期,HT20HD4Q,--,P11220
PFund,私募,汇通20号第3期,HT20HD3Q,--,P11221
PFund,私募,惠正尊享C期,HZZXCQ,huizheng,P11222
PFund,私募,国宏水木1号,GHSM1H,shuimuyangguang,P11224
CPFund,私募,骐聚环球价值套利,QJHQJZTL,qijuzichan,P11225
PFund,私募,慧智投资47号,HZTZ47H,--,P11190
PFund,私募,慧智投资49号,HZTZ49H,--,P11191
PFund,私募,高特佳中欧200203基金,GTJZO200203JJ,gaotejia,S25112
PFund,私募,云南睿金15号第4期,YNRJ15HD4Q,--,P10675
PFund,私募,聚富四号第15期,JFSHD15Q,--,P11188
PFund,私募,友山银麒2号基金,YSYL2HJJ,guizhouyoushan,S23498
PFund,私募,汇通4号第8期,HT4HD8Q,--,P09803
PFund,私募,汇通4号第7期,HT4HD7Q,--,P09804
PFund,私募,中融通一号,ZRTYH,--,P09805
PFund,私募,汇通4号第6期,HT4HD6Q,--,P09806
PFund,私募,天风点金1期A,TFDJ1QA,tianfengzhengquan,J02571
PFund,私募,东兴金选兴盛6号进取,DXJXXS6HJQ,dongxingzhengquan,J02414
PFund,私募,瑞滙A类第49期,RHALD49Q,--,P06813
PFund,私募,浦安恒益1号35期,PAHY1H35Q,--,P05857
PFund,私募,财通证券01号,CTZQ01H,--,P06805
PFund,私募,融新291号第9期,RX291HD9Q,--,P04966
PFund,私募,财富8号,CF8H,--,P07565
PFund,私募,高华证券套利先锋A类,GHZQTLXFAL,gaohuazhengquan,J02475
PFund,私募,云锦天成2号第5期,YJTC2HD5Q,--,P06496
PFund,私募,环瑞2号,HR2H,--,P06817
PFund,私募,长盈二期第17期,CYEQD17Q,--,P10597
PFund,私募,凤凰花开一号第6期,FHHKYHD6Q,--,P10598
PFund,私募,前海一号第2期,QHYHD2Q,--,P10600
PFund,私募,朱雀新趋势2号,ZQXQS2H,zhuque,S23108
PFund,私募,汇金聚富(24期),HJJF24Q,--,P07826
PFund,私募,汇金聚富(XVII期)第7单元,HJJFXVIID7DT,--,P07828
PFund,私募,合泰联融3期,HTLR3Q,--,P07834
PFund,私募,中海汇盈一期,ZHHYYQ,--,P07835
PFund,私募,佳泽二号,JZEH,--,P07836
PFund,私募,金牛13号定增,JN13HDZ,--,P07837
PFund,私募,华创金汇精选1号,HCJHJX1H,huachuangzhengquan,J03423
PFund,私募,浙商一号第71期,ZSYHD71Q,--,P11136
PFund,私募,浙商老友坤成一号第37期,ZSLYKCYHD37Q,--,P11111
PFund,私募,放眼量1号,FYL1H,fangyanliangtouzi,P11112
PFund,私募,汇信-普尔3号,HXPE3H,puer,P07864
PFund,私募,野风定增精选1号,YFDZJX1H,yefengzichan,P07851
PFund,私募,渤海分级定增宝3号优先级A,BHFJDZB3HYXJA,bohaizhengquan,J02408
PFund,私募,浙商汇金增强聚利优先级,ZSHJZQJLYXJ,zheshangzhengquan,J02982
PFund,私募,华创贵和1号优先级,HCGH1HYXJ,huachuangzhengquan,J02371
PFund,私募,玉如意2号第15期优先6月期,YRY2HD15QYX6YQ,guolianzhengquan,J02089
PFund,私募,长城前海淘金1号优先第3期,CCQHTJ1HYXDSQ,changchengzhengquan,J02094
PFund,私募,国联定增精选5号A1,GLDZJX5HA1,guolianzhengquan,J01462
PFund,私募,华泰紫金保和1号优先级,HTZJBH1HYXJ,huataizhengquan,J03162
PFund,私募,兴业鑫享定增9号次级,XYXXDZ9HCJ,xingyezhengquan,J01458
PFund,私募,长江佳事瑞得进取级,CJJSRDJQJ,zhangjiangzhengquan,J02346
PFund,私募,东吴汇智2号风险级,DWHZ2HFXJ,dongwuzhengquan,J03044
PFund,私募,少数派新三板尊享2号,SSPXSBZX2H,shaosoupaitouzi,S25014
PFund,私募,方德宏润基金,FDHRJJ,fangdezhilian,S22474
PFund,私募,彼林乃尔主题精选1期,BLNEZTJX1Q,bilinnaier,S25005
PFund,私募,富恩德仙多山基金1-A,FEDXDSJJ1A,fuendezichan,S25784
PFund,私募,云南睿金2号第6期,YNRJ2HD6Q,--,P10441
PFund,私募,佳盈积极成长,JYJJCC,jiayingtouzi,S26291
PFund,私募,广发聚盛私募工场(枫湾1号),GFJSSMGCFW1H,--,P10623
PFund,私募,大盈成长1号基金,DYCZ1HJJ,yingxiangzichan,S25591
PFund,私募,航长红棉2号,HCHM2H,hangzhangtouzi,P10624
PFund,私募,睿智共赢第十二期,RZGYDSEQ,--,P09470
PFund,私募,云南睿金8号第4期,YNRJ8HD4Q,--,P10608
PFund,私募,聚富银河新型证券第68期,JFYHXXZQD68Q,--,P10662
PFund,私募,广发聚盛私募工场应治1期,GFJSSMGCYZ1Q,--,P05608
PFund,私募,汇通4号第5期,HT4HD5Q,--,P09807
PFund,私募,浙商一号第66期,ZSYHD66Q,--,P09808
PFund,私募,盛利稳健1期,SLWJ1Q,shenglitouzi,P09364
PFund,私募,金中和灵猫1号基金,JZHLM1HJJ,jinzhonghe,S22822
PFund,私募,浙商一号第36期,ZSYHD36Q,--,P09776
PFund,私募,启尚联智1号第四期,QSLZ1HDSQ,--,P09777
PFund,私募,浙商一号第38期,ZSYHD38Q,--,P09779
PFund,私募,浙商一号第39期,ZSYHD39Q,--,P09780
PFund,私募,浙商一号第50期,ZSYHD50Q,--,P09781
PFund,私募,浙商一号第51期,ZSYHD51Q,--,P09782
PFund,私募,浙商一号第52期,ZSYHD52Q,--,P09784
PFund,私募,聚富一号第31期,JFYHD31Q,--,P09760
PFund,私募,浙商一号第58期,ZSYHD58Q,--,P09791
PFund,私募,私募工场8期7期龟圣1期,SMGC8Q7QGS1Q,guishengziguan,P09902
PFund,私募,汇通26号第6期,HT26HD6Q,--,P11215
PFund,私募,冰剑专享3期,BJZX3Q,bingjian,P11022
PFund,私募,汇通156号第3期,HT156HD3Q,--,P11026
PFund,私募,恒泰华盛1号,HTHS1H,hengtaihuasheng,M00342
PFund,私募,鼎诺春华稳赢1期,DNCHWY1Q,dingnuo,P05788
PFund,私募,恒毅,HY,--,P06779
PFund,私募,华融分级固利10号A,HRFJGL10HA,huarongzhengquan,J02728
PFund,私募,国元元赢4号普通级,GYYY4HPTJ,guoyuanzhengquan,J02942
PFund,私募,财通东兴1号(一期)A类,CTDX1H(YQ)AL,caitongzhengquan,J02351
PFund,私募,天风天象量化套利1号,TFTXLHTL1H,tianfengzhengquan,J02704
PFund,私募,华融分级固利13号B,HRFJGL13HB,huarongzhengquan,J02778
PFund,私募,汇金聚富(Ⅰ期)53期,HJJF(ⅠQ)53Q,--,P06423
PFund,私募,思考七号A2期,SKQHA2Q,zhejiangsikao,P06351
PFund,私募,光大阳光集结号收益型6期,GDYGJJHSYX6Q,guangdazhengquan,J02905
PFund,私募,泓信泓晟多策略对冲二号,HXHSEH,hongxin,S26809
PFund,私募,私募工场冰岩一期,SMGCBYYQ,--,P11310
PFund,私募,金太阳高毅国鹭1号尚远1号,JTYGYGL1HSY1H,gaoyizichanguanli,S26569
PFund,私募,金太阳高毅国鹭1号尚远7号,JTYGYGL1HSY7H,gaoyizichanguanli,S26575
PFund,私募,新方程特别机遇A1号,XFCTBJYA1H,xinfangcheng,S27679
PFund,私募,聚宝一号第66期,JBYHD66Q,--,P10860
PFund,私募,德佳瑞东证一号,DJRDZYH,dejiaruizichan,S25605
PFund,私募,和聚信享平台基金,HJXXPTJJ,heju,S25602
PFund,私募,鼎锋诺亚1期,DFNY1Q,dingfenghaichuan,S26233
PFund,私募,东金泰安一期基金,DJTAYQJJ,dongjinshouchuang,S25709
PFund,私募,中信建投融鑫1号,ZXJTRX1H,zhongxinzhengquan,J02325
PFund,私募,首创融胜4号,SCRS4H,shouchuangzhengquan,J02672
PFund,私募,兴业鑫享定增2号集合计划,XYXXDZ2HJHJH,xingyezhengquan,J02307
PFund,私募,东兴金选兴盛3号稳健2,DXJXXS3HWJ2,dongxingzhengquan,J02388
PFund,私募,睿利2号,RL2H,--,P05862
PFund,私募,梧桐树定制收益类15号,WTSDZSYL15H,--,P10345
PFund,私募,凯龙-高频量化一期,KLGPLHYQ,longzhentouzi,P10346
PFund,私募,陕西俊晖B01,SXJHB01,jinhuitouzi,S25671
PFund,私募,长盈一期第26期,CYYQD26Q,--,P10316
PFund,私募,渝江一号,YJYHJJ,xizhengyufu,S25160
PFund,私募,乐瑞宏观配置5号,LRHGPZ5HJJ,leruizichan,S23842
PFund,私募,中融通一号第20期,ZRTYHD20Q,--,P10210
PFund,私募,正享龙全1号鼎利22号,ZXLQ1HDL22H,zhengxiangtouzi,P08633
PFund,私募,国投华铁2号,GTHT2H,guotouhuatie,P10882
PFund,私募,财通季季鑫1号,CTJJX1H,caitongzhengquan,J03129
PFund,私募,中山金利A,ZSJLA,zhongshanzhengquan,J03119
PFund,私募,明曜目标回报第5期,MYMBHBD5Q,--,P06575
PFund,私募,晟旺1期,SW1Q,--,P05773
PFund,私募,汇信海富通1号,HXHFT1H,haifutong,P05972
PFund,私募,盈丰9号-第2期,YF9H-D2Q,--,P07125
PFund,私募,招行景瑞5号3期,ZXJR5H3Q,--,P06441
PFund,私募,招商一触即发4期B1,ZSYCJF4QB1,zhaoshangzhengquan,J02432
PFund,私募,瑞滙A类第10期,RHALD10Q,--,P06344
PFund,私募,中信信衍财富6号,ZXXYCF6H,zhongxinzhengquan,J04120
PFund,私募,中信信泽财富61号,ZXXZCF61H,zhongxinzhengquan,J04095
PFund,私募,中信信泽财富62号,ZXXZCF62H,zhongxinzhengquan,J04096
PFund,私募,晔思正源二期,YSZYEQ,siyetouzi,P10030
PFund,私募,上海纪堃长江证券收益互换,SHFKCJZQSYHH,shanghaijikun,P10036
PFund,私募,金枫创新长江证券收益互换,JFCXCJQZSYHH,jinfengchuangxin,P10037
PFund,私募,长河优势1号A,CHYS1HA,yuxiuziben,060591
PFund,私募,德骏量化对冲1号,DJLHDC1H,dejundalong,S22860
PFund,私募,诺亚高毅国鹭1号尚远15号,NYGYGL1HSY15H,gaoyizichanguanli,S26583
PFund,私募,鑫鼎盛鑫源1期零壹号,XDSXY1QLYH,xindingshengtouzi,S27987
PFund,私募,普锐致选1号,PRZX1H,--,S28085
PFund,私募,和熙6号成长型中信证券E期,HX6HCZXZXZQEQ,hexitouzi,S27496
PFund,私募,博赢财富聚宝盆5号,BYCFJBP5H,boyingzichanguanli,P11427
PFund,私募,博赢财富聚宝盆6号,BYCFJBP6H,boyingzichanguanli,P11428
PFund,私募,绰瑞中岳,CRZY,shanghaichuorui,S27923
PFund,私募,汇金聚富(中信建投1期),HJJFZXJT1Q,--,P11431
PFund,私募,云信成长2013-5号,YXCC20135H,--,P11438
PFund,私募,恒久基金宝1号,HJJJB1H,hengjiucaifutouzi,S22156
PFund,私募,私募工场之杠杆精灵A类第35期贞琦1期,SMGCZGGJLALD35QZQ1Q,--,P10281
PFund,私募,灏四方亮明基金,HSFLMJJ,haosifang,S23466
PFund,私募,和聚广享1期基金,HJGX1QJJ,heju,S25303
PFund,私募,源贝思源1号,YBSY1H,yuanbeizichan,P11398
PFund,私募,国投瑞僖稳健收益,GTRXWJSY,guotouxintuo,P05848
PFund,私募,江海龙1号,JHL1H,jianghaiyingkeziben,P10807
PFund,私募,浙商老友坤成一号第77期,ZSLYKCYHD77Q,--,P11141
PFund,私募,浙商老友坤成一号第78期,ZSLYKCYHD78Q,--,P11142
PFund,私募,丰圣融驰稳健1号,FSRCWJ1H,fengshengcaifuzichan,S25508
PFund,私募,拾贝收益2期,SBSY2Q,hainingshibeitouzi,S25039
PFund,私募,中山证券保理通第四期,ZSZQBLTDSQ,--,P10854
PFund,私募,私募工场瞭望塔1期,SMGCLWT1Q,--,P10856
PFund,私募,锦洋1号,JY1H,jinyangtouzi,P10857
PFund,私募,载盈8号,ZY8H,zaiyingtouzi,P10858
PFund,私募,龙腾稳健1号B类,LTWJ1HBL,longteng,M00294
PFund,私募,富善优享5号,FSYX5H,fushantouzi,M00298
PFund,私募,锦邦一号,JBYH,qingfutouzi,S27802
PFund,私募,万吨新三板一号,WDXSBYH,wandunzichan,S27462
PFund,私募,唐鼎耀华唐诺13号,TDYHTN13H,tangdingyaohua,S25224
PFund,私募,证大久盈旗舰1号,ZDJYQJ1H,zhengda,S27104
PFund,私募,进锋喜羊羊2号,JFXYY2H,jinfengtouzi,S27608
PFund,私募,金富量化策略3号,JFLHCL3H,jinfudongfangzichan,S27403
PFund,私募,惠和证券第A039,HHZQDA039,--,P11408
PFund,私募,鼎挺,DT,qingfutouzi,S28497
PFund,私募,赤子之心单一,CZZXDY,--,P11511
PFund,私募,泓倍一号21017B,HBYH21017B,hongbeizichan,P10894
PFund,私募,灏四方国明基金,HSFGMJJ,haosifang,S23467
PFund,私募,融智一号第26期,RZYHD26Q,--,P10884
PFund,私募,融智一号第25期,RZYHD25Q,--,P10885
PFund,私募,融智一号第23期,RZYHD23Q,--,P10886
PFund,私募,安信融信·冀东发展,AXRX·JDFZ,anxinzhengquan,J03427
PFund,私募,龙平02号第05期,LP02HD05Q,--,P08769
PFund,私募,精诚兄弟(有限合伙),JCXDYXHH,chaojixiongditouzi,P07784
PFund,私募,对冲精英之睿策(B型),DCJYZRCBX,ruice,P07945
PFund,私募,合美成长,HMCC,hemeitouzi,S21262
PFund,私募,东海跃龙9号,DHYL9H,donghaizhengquan,J03395
PFund,私募,国金慧泉进取对冲1号,GJHQJQDC1H,guojinzhengquan,J03442
PFund,私募,渝信财富2号,YXCF2H,--,P06327
PFund,私募,一创聚盈第十五期,YCJYDSWQ,--,P08512
PFund,私募,招商和致量化对冲投资基金,ZSHZLHDCTZJJ,zhaoshangzhengquan,S21016
PFund,私募,融慧点金02号-第01期,RHDJ02HD01Q,--,P08273
PFund,私募,方得汇金1号(第04期),FDHJ1HD04Q,--,P07906
PFund,私募,世通嫦娥奔月,STCEBY,shitong,P00719
PFund,私募,新宇固收1号,XYGS1H,xinyuzichan,S28259
PFund,私募,佑瑞持祥瑞4号,YRCXR4H,youruichi,P11467
PFund,私募,倚天金信中国梦31号,YTJXZGM31H,yitiantouzi,S28101
PFund,私募,架桥富凯一号,JQFKYH,jiaqiaotouzi,S27905
PFund,私募,麦星价值精选二期,MXJZJXEQ,maixingtouziguanli,S26498
PFund,私募,钰熙双核动力,YXSHDL,shanghaiqixi,S27648
PFund,私募,上海银领裕颖投资中心(有限合伙),SHYLYYTZZXYXHH,shanghaiyinlingzichanguanli,S27071
PFund,私募,恒泰华盛5期,HTHS5Q,hengtaihuasheng,P11067
PFund,私募,新方程汇嘉对冲精选1号尊享A,XFCHJDCJX1HZXA,xinhuahuijiatouzi,P11312
PFund,私募,新宇一帆财富资产管理1号,XYYFCFZCGL1H,xinyuzichan,S28092
PFund,私募,倚天华安安心2号,YTHAAX2H,yitiantouzi,S28076
PFund,私募,德传附子,DCFZ,xizangdechuantouzi,S27363
PFund,私募,中大至简1号,ZDZJ1H,zhongdajituantouzi,S28093
PFund,私募,冠通北纬善境投资3号,GTBWSJTZ3H,guantongbeiwei,S28089
PFund,私募,韦航进取八号,WHJQBH,weihang,P11463
PFund,私募,神龙7号,SL7H,qianhailize,P10931
PFund,私募,华益恒和股票型基金,HYHHGPXJJ,ningjuzichan,S26568
PFund,私募,恒泰华盛6期,HTHS6Q,hengtaihuasheng,M00343
PFund,私募,浙商老友坤成一号第56期,ZSLYKCYHD56Q,--,P11093
PFund,私募,浙商老友坤成一号第57期,ZSLYKCYHD57Q,--,P11094
PFund,私募,浙商老友坤成一号第58期,ZSLYKCYHD58Q,--,P11095
PFund,私募,浙商老友坤成一号第62期,ZSLYKCYHD62Q,--,P11099
PFund,私募,奔阳一号基金,BYYHJJ,benyangtouzi,S25623
PFund,私募,浙商老友坤成一号第69期,ZSLYKCYHD69Q,--,P11101
PFund,私募,坤泰4号第3期,KT4HD3QYX,--,P08216
PFund,私募,汇信-理臻4号,HXLZ4H,lizhentouzi,P11444
PFund,私募,宝幡稳健回报三十二期,BFWJHBSSEQ,--,P10428
PFund,私募,金蕴59期德佳瑞一号,JY59QDJRYH,dejiaruizichan,P09989
PFund,私募,聚宝一号第28期,JBYHD28Q,--,P10852
PFund,私募,汇通142号第2期,HT142HD2Q,--,P11031
PFund,私募,汇通142号,HT142H,--,P11032
PFund,私募,国联玉玲珑事件驱动次级,GLYLLSJQDCJ,guolianzhengquan,J02840
PFund,私募,海通海新5号C,HTHX5HC,haitongzhengquan,J02254
PFund,私募,瑞滙A类第17期,RHALD17Q,--,P06410
PFund,私募,中航兴航2号,ZHXH2H,zhonghangzhengquan,J02549
PFund,私募,招商汇智之君海,ZSHZZJH,junhaitouzi,J02273
PFund,私募,融金1号A类第29期,RJ1HALD29Q,--,P05824
PFund,私募,柯林1号,HL1H,kelintouzi,P09288
PFund,私募,国泰金枫长江证券收益互换,GTJFCJZQSYHH,guotaijinfeng,P10031
PFund,私募,展博专注C期,ZBZZCQ,zhanbo,P02069
PFund,私募,展博专注D期,ZBZZDQ,zhanbo,P02271
PFund,私募,金手指5号,JSZ5H,kelintouzi,P09289
PFund,私募,鑫泉一号第11期,XQYHD11Q,--,P11115
PFund,私募,汇通74号第23期,HT74HD23Q,--,P11001
PFund,私募,阿米巴成长1号,AMBCZ1H,amibacaifu,P05643
PFund,私募,安进12期盈融达量化对冲稳健1期尊享F期,AJ12QYRDLHDCWJ1QZXFQ,yingrongda,P07282
PFund,私募,明日之星6期煜融兔子一百,MRZX6QYRTZYB,yurong,P07356
PFund,私募,映雪雪霁1号第10期,YXXJ1HD10Q,yingxue,P07486
PFund,私募,对冲精英之金御安远2期(B),DCJYZJYAYEQB,zhongjinpucheng,P07631
PFund,私募,融汇5号,RH5H,--,P07674
PFund,私募,浙商老友坤成一号第90期,ZSLYKCYHD90Q,--,P11158
PFund,私募,七彩祥云-华西1号A,QCXYHX1HA,qicaixiangyun,P11454
PFund,私募,宏赢124号,HY124H,--,P11455
PFund,私募,宁波宽客之星投资中心,NBKKZXTZZX,xizangkuanyu,S27869
PFund,私募,私募工场鼎杉3期,SMGCDS3Q,zhuoleizichan,P11456
PFund,私募,一线对冲信一对冲基金,YXDCXYDCJJ,qianhaiyixian,S26690
PFund,私募,新富价值优选6号,XFJZYX6H,xinfuziben,S27928
PFund,私募,私募工场博众1号,SMGCBZ1H,bozhongtouzi,P11457
PFund,私募,私募工场十一期,SMGCSYQ,--,P11458
PFund,私募,汇鑫第五期,HXDWQ,--,P11459
PFund,私募,浙商老友坤成一号第9期,ZSLYKCYHD9Q,--,P10989
PFund,私募,文苑一号第15期,WYYHD15Q,--,P11148
PFund,私募,浙商老友坤成一号第94期,ZSLYKCYHD94Q,--,P11163
PFund,私募,惠和证券第B002信托单元,HHZQDB002XTDY,--,P11317
PFund,私募,聚富银河新型证券第81期,JFYHXXZQTZD81Q,--,P10660
PFund,私募,阿尔法梧桐树1号,AEFWTS1H,anhuiaerfa,S27775
PFund,私募,浙商金惠盛世桃源1号,ZSJHSSTY1H,zheshangzhengquan,J01830
PFund,私募,融福2号第16期,RF2HD16Q,--,P09168
PFund,私募,中原鼎赢01号第03期,ZYDY01HD03Q,--,P09257
PFund,私募,兴业信托-珍宝九号,XYXT-ZBJH,huazhen,P09092
PFund,私募,金牛鑫第03期,JNXD03Q,--,P09137
PFund,私募,东兴金选精质1号次级,DXJXJZ1HCJ,dongxingzhengquan,J02933
PFund,私募,瑞滙A类第57期,RHALD57Q,--,P06224
PFund,私募,大观新兴主题精选1号,DGXXZTJX1H,daguantouzi,S21263
PFund,私募,套利通1号(第2三期),TLT1H(D2SQ),--,P06083
PFund,私募,微金融01H3M007期,WJR01H3M007Q,wukuangzhengquan,J02790
PFund,私募,融赢浙商1号,RYZS1H,--,P06925
PFund,私募,金管家多空杠杆创业板看涨,JGJDKGGKZ,guangfazhengquan,J02239
